觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,全天空日射量  (MJ/㎡)  GloblRad,積溫,成長百分比
17-2-17 2時,1019.4,1022.2,23.2,16.8,67,0.7,360,2.6,350,0.5,774.07500,0.62252
17-2-17 3時,1019.8,1022.6,24.7,17.1,63,1.1,50,5.2,20,0.99,774.52917,0.62284
17-2-17 4時,1019.7,1022.5,25.9,17.7,61,3.8,30,9.2,50,1.61,775.02083,0.62316
17-2-17 5時,1019.2,1022,26.5,17.6,58,4.3,50,9.4,50,2.33,775.52292,0.62348
17-2-17 6時,1018.4,1021.2,27.2,17.7,56,3.8,40,9.8,40,2.43,776.04167,0.62380
17-2-17 7時,1017.7,1020.5,27,17.1,55,4,50,9.5,50,2.18,776.54375,0.62412
17-2-17 8時,1016.9,1019.7,27.3,17.3,54,4.2,70,10.6,30,2.51,777.05625,0.62444
17-2-17 9時,1016.4,1019.2,26.8,16.8,54,4.7,30,10,70,2.05,777.54792,0.62476
17-2-17 10時,1016.2,1019,25.9,17.7,61,4.9,60,10.3,60,1.2,778.03958,0.62508
17-2-17 11時,1016.5,1019.3,24.7,17.5,64,7,40,13.3,40,0.78,778.50208,0.62540
17-2-17 12時,1017.1,1019.9,24,17.7,68,4.5,60,12,90,0.08,778.95417,0.62572
17-2-17 13時,1017.6,1020.4,23.8,17.5,68,7,60,15.9,50,0,779.39792,0.62604
17-2-17 14時,1018.3,1021.1,23.6,17.4,68,5.3,70,14.1,40,0,779.83542,0.62636
17-2-17 15時,1018.5,1021.3,23.6,17.8,70,6.8,60,15.6,80,0,780.28125,0.62668
17-2-17 16時,1018.8,1021.6,22.5,19,81,5.4,60,15.5,80,0,780.72917,0.62700
17-2-17 17時,1018.4,1021.2,22.4,18.2,77,7,50,15.3,90,0,781.15833,0.62732
17-2-17 18時,1018.2,1021,22.4,17.6,74,5.2,60,13.8,60,0,781.57500,0.62764
17-2-17 19時,1017.4,1020.2,21.9,17,74,5.7,60,15.8,50,0,781.96875,0.62796
17-2-17 20時,1017.3,1020.1,21.7,16.9,74,6.7,50,15.3,70,0,782.35625,0.62828
17-2-17 21時,1017,1019.8,21.7,16.7,73,7,50,17.2,50,0,782.73958,0.62860
17-2-17 22時,1016.8,1019.6,21.7,16.7,73,6.8,60,15.2,70,0,783.12292,0.62892
17-2-17 23時,1017.3,1020.1,21.7,16.8,74,6.1,60,12.6,40,0,783.50833,0.62924
17-2-18 0時,1017.4,1020.2,21.8,16.5,72,4.4,50,13.5,50,0,783.88958,0.62956
17-2-18 1時,1017.7,1020.5,22.3,16.5,70,5.2,50,13.2,40,0.43,784.28125,0.62988
17-2-18 2時,1017,1019.8,23.3,17.2,69,7,50,17.2,40,1.2,784.70833,0.63020
17-2-18 3時,1016.4,1019.2,23.8,16.6,64,10.3,50,20.8,40,1.97,785.13333,0.63052
17-2-18 4時,1016,1018.8,25.4,16.9,59,6.6,60,17.6,60,2.43,785.59792,0.63084
17-2-18 5時,1015.7,1018.5,26,17.1,58,4.9,80,14.8,30,2.98,786.07917,0.63116
17-2-18 6時,1014.6,1017.4,25.8,16.9,58,6.2,80,12.9,90,2.67,786.55208,0.63148
17-2-18 7時,1013.3,1016.1,26,15.7,53,6.7,80,14.3,80,2.74,787.00417,0.63180
17-2-18 8時,1013.1,1015.9,25.8,15.6,53,4.3,70,13.7,40,1.86,787.45000,0.63212
17-2-18 9時,1012.6,1015.4,23.8,17.2,67,5.8,80,14.2,70,0.97,787.88750,0.63244
17-2-18 10時,1012.9,1015.7,23.4,17.6,70,4.9,80,10.8,50,0.44,788.32500,0.63276
17-2-18 11時,1013,1015.8,23,17.6,72,4.2,100,10.1,80,0,788.75417,0.63308
17-2-18 12時,1013.7,1016.5,21.8,18.6,82,2.5,140,10.8,80,0,789.17917,0.63340
17-2-18 13時,1013.3,1016.1,22.6,18.5,78,4.4,100,9.2,110,0,789.61875,0.63372
17-2-18 14時,1013.7,1016.5,22.4,18.8,80,3.5,110,9.1,100,0,790.06042,0.63404
17-2-18 15時,1013.2,1016,22.4,18.7,80,3.7,100,8.5,110,0,790.50000,0.63436
17-2-18 16時,1013.3,1016.1,22.3,18.5,79,3.3,100,8.5,100,0,790.93333,0.63468
17-2-18 17時,1012.9,1015.7,22.6,18.4,77,3,100,7.6,110,0,791.37083,0.63500
17-2-18 18時,1012,1014.8,22,19.2,84,2.9,100,6.8,120,0,791.81250,0.63532
17-2-18 19時,1011.8,1014.6,21.3,18.6,85,3.6,110,9,100,0,792.22708,0.63564
17-2-18 20時,1011.2,1014,22.2,19.1,83,2.7,100,6.8,110,0,792.67083,0.63596
17-2-18 21時,1011.6,1014.4,22.2,18.9,82,3.8,90,7.9,110,0,793.11042,0.63628
17-2-18 22時,1012,1014.8,21.9,19.3,85,4,100,8.9,100,0,793.55208,0.63660
17-2-18 23時,1012.5,1015.3,22.4,19.4,83,3.1,110,7.9,90,0,794.00625,0.63692
17-2-19 0時,1012.9,1015.7,23.2,19.6,80,3.2,100,7.5,90,0,794.48125,0.63724
17-2-19 1時,1013.3,1016.1,24.4,20.2,77,3.3,110,7.7,100,0.61,794.99375,0.63756
17-2-19 2時,1013.2,1016,26.2,21.6,76,4,110,7.7,90,1.69,795.57292,0.63788
17-2-19 3時,1013,1015.8,27.3,22,73,2.5,110,7.5,100,2.16,796.18333,0.63820
17-2-19 4時,1012.3,1015.1,27.7,22,71,2.4,170,6.1,140,2,796.80208,0.63852
17-2-19 5時,1011.2,1014,27.7,22.4,73,3.7,170,7.7,170,1.68,797.42917,0.63884
17-2-19 6時,1010.5,1013.3,28.1,22.5,72,2.4,170,6.6,160,1.9,798.06667,0.63916
17-2-19 7時,1010.4,1013.2,27.5,22,72,2.5,200,5.9,220,1.17,798.68125,0.63948
17-2-19 8時,1010.5,1013.3,26.9,22.1,75,2.5,230,6,190,0.51,799.28542,0.63980
17-2-19 9時,1011.1,1013.9,26.5,22.5,79,1.9,230,5.2,260,0,799.88958,0.64012
17-2-19 10時,1011.4,1014.2,26.2,21.8,77,0.9,260,4.3,230,0,800.47292,0.64043
17-2-19 11時,1012,1014.8,25.5,21.6,79,0.1,0,2.4,290,0,801.03750,0.64075
17-2-19 12時,1012.5,1015.3,24.6,21.5,83,0.6,340,2.3,360,0,801.58125,0.64107
17-2-19 13時,1013.5,1016.3,24,21.4,85,0.8,80,1.7,80,0,802.11042,0.64139
17-2-19 14時,1014.5,1017.3,24.6,21.4,82,1.7,100,3.3,90,0,802.65208,0.64171
17-2-19 15時,1014.4,1017.2,24.5,20.6,79,0.6,180,3,110,0,803.17500,0.64203
17-2-19 16時,1014.2,1017,24.9,20.3,76,0.7,170,3.3,70,0,803.70000,0.64235
17-2-19 17時,1013.8,1016.6,24.5,19.3,73,3.9,60,12.5,20,0,804.19583,0.64267
17-2-19 18時,1013.2,1016,24.7,19.1,71,8.3,30,16,40,0,804.69167,0.64299
17-2-19 19時,1013.4,1016.2,24.6,18.9,71,6.8,40,15.3,60,0,805.18125,0.64331
17-2-19 20時,1013.4,1016.2,24.4,18.7,71,6.3,40,16.4,40,0,805.66250,0.64363
17-2-19 21時,1014.4,1017.2,23.9,18.4,71,5.6,30,20.1,50,0,806.12708,0.64395
17-2-19 22時,1015.5,1018.3,24,19.3,75,6.8,50,16.8,60,0,806.61250,0.64427
17-2-19 23時,1015.8,1018.6,24.6,18.5,69,10.4,40,24.1,60,0.35,807.09375,0.64459
17-2-20 0時,1015.6,1018.4,24.8,18.5,68,10.4,40,27.6,40,1.34,807.57917,0.64491
17-2-20 1時,1015.9,1018.7,24.8,18.3,67,12.6,50,25.1,70,2.07,808.06042,0.64523
17-2-20 2時,1015.8,1018.6,24.8,17.9,66,10.3,50,24.5,50,1.43,808.53333,0.64555
17-2-20 3時,1015.2,1018,24.5,17.9,67,10.3,50,23.3,50,0.98,809.00000,0.64587
17-2-20 4時,1013.9,1016.7,24.8,18.2,67,10.1,60,20.5,40,0.98,809.47917,0.64619
17-2-20 5時,1013.2,1016,25.4,18.1,64,9.4,60,21.5,40,2.25,809.96875,0.64651
17-2-20 6時,1013.6,1016.4,25.7,18.3,64,6.4,60,20.8,60,1.4,810.46875,0.64683
17-2-20 7時,1013.3,1016.1,25.1,18.6,67,7.1,60,17.9,60,0.89,810.96250,0.64715
17-2-20 8時,1013.8,1016.6,24.6,18.8,70,7.8,70,17.2,90,0.51,811.45000,0.64747
17-2-20 9時,1014.1,1016.9,24.2,19,73,8.4,70,19,80,0,811.93333,0.64779
17-2-20 10時,1014.7,1017.5,24.3,18.7,71,8,50,19.1,60,0,812.41250,0.64811
17-2-20 11時,1014.6,1017.4,24.2,19.1,73,7.1,70,14.9,70,0,812.89792,0.64843
17-2-20 12時,1014.6,1017.4,24.3,18.6,71,8.3,80,20.8,70,0,813.37500,0.64875
17-2-20 13時,1014.1,1016.9,24.1,19,73,7.7,80,18.5,70,0,813.85625,0.64907
17-2-20 14時,1014.6,1017.4,24,19,74,6.2,70,21.1,90,0,814.33542,0.64939
17-2-20 15時,1014.8,1017.6,23.9,19.2,75,3.4,80,10.8,60,0,814.81667,0.64971
17-2-20 16時,1014.3,1017.1,22.7,19.6,83,3.5,100,7.7,110,0,815.28125,0.65003
17-2-20 17時,1013.4,1016.2,23,20.2,84,3.8,90,8.9,100,0,815.76458,0.65035
17-2-20 18時,1013.4,1016.2,23.1,20.1,83,4,100,8.6,80,0,816.24792,0.65067
17-2-20 19時,1013.2,1016,23.4,19.6,79,2.5,110,7.2,60,0,816.72708,0.65099
17-2-20 20時,1013.5,1016.3,23.4,20.2,82,3,100,7.1,120,0,817.21875,0.65131
17-2-20 21時,1013.9,1016.7,22.9,20.1,84,3.4,100,8.2,90,0,817.69792,0.65163
17-2-20 22時,1014,1016.8,24.3,20.1,77,3.4,100,6.3,100,0.26,818.20625,0.65195
17-2-20 23時,1014.3,1017.1,25.2,20.8,77,3.8,100,8.9,110,0.96,818.74792,0.65227
17-2-21 0時,1014.1,1016.9,27.6,21.7,70,4.2,90,9.7,100,2.07,819.35833,0.65259
17-2-21 1時,1013.7,1016.5,28.6,21.5,65,3.9,100,11.3,110,2.49,819.98542,0.65291
17-2-21 2時,1012.7,1015.5,28.7,21.6,66,4.6,120,10,90,2.94,820.61667,0.65323
17-2-21 3時,1011.9,1014.7,28,21,66,4.3,110,10.1,100,2.39,821.22083,0.65355
17-2-21 4時,1011.2,1014,28.2,21.7,68,4,120,9.7,90,1.92,821.84375,0.65387
17-2-21 5時,1010.9,1013.7,27.9,21.5,68,3.1,100,9.2,90,1.57,822.45625,0.65419
17-2-21 6時,1011,1013.8,27.5,21.5,70,3.8,100,7.4,110,1.04,823.06042,0.65451
17-2-21 7時,1011.4,1014.2,27.1,21.8,73,2.2,120,6.2,80,0.75,823.66250,0.65483
17-2-21 8時,1011.7,1014.5,26.1,21.1,74,2.3,150,6.5,170,0.1,824.22917,0.65515
17-2-21 9時,1012.2,1015,25.3,20.8,76,1.6,130,4,130,0,824.77292,0.65547
17-2-21 10時,1012.7,1015.5,25.2,21,78,1.6,110,3.7,100,0,825.31875,0.65579
17-2-21 11時,1013.1,1015.9,25.4,21.2,78,0.8,140,3.4,120,0,825.87292,0.65611
17-2-21 12時,1012.9,1015.7,25.2,21.3,79,1.1,140,3.5,130,0,826.42500,0.65643
17-2-21 13時,1012.9,1015.7,25,21.5,81,1.3,130,3.9,120,0,826.97708,0.65675
17-2-21 14時,1012.7,1015.5,25,21.8,82,0.7,140,2.7,120,0,827.53542,0.65707
17-2-21 15時,1011.9,1014.7,24.7,22,85,0.3,120,1.5,110,0,828.09167,0.65739
17-2-21 16時,1011.6,1014.4,24.8,22.1,85,0.1,0,2.5,190,0,828.65208,0.65771
17-2-21 17時,1011.3,1014.1,24.4,22,86,0.1,0,1.3,160,0,829.20208,0.65803
17-2-21 18時,1011.5,1014.3,24.7,23.3,92,0.6,270,2.5,290,0,829.78542,0.65835
17-2-21 19時,1012,1014.8,24.9,22.7,88,0.4,320,2,280,0,830.36042,0.65867
17-2-21 20時,1012.5,1015.3,24.8,22.9,89,0.1,0,1.4,350,0,830.93750,0.65899
17-2-21 21時,1013.2,1016,25.3,23.3,89,0.5,280,2.2,340,0.13,831.53333,0.65931
17-2-21 22時,1013.8,1016.6,26.6,22.3,77,0.9,320,3.2,340,0.67,832.13542,0.65963
17-2-21 23時,1014.1,1016.9,26.3,21.5,75,3,40,6.7,10,0.62,832.71458,0.65995
17-2-22 0時,1013.5,1016.3,26.9,21.5,72,4.4,30,11.8,20,1.54,833.30625,0.66027
17-2-22 1時,1013.3,1016.1,27.2,21.8,72,4.7,30,12.6,20,2.84,833.91042,0.66059
17-2-22 2時,1012.5,1015.3,26.7,20.9,71,4.8,40,11,10,2.04,834.48542,0.66091
17-2-22 3時,1011.8,1014.6,27,20.8,69,5.4,40,12.6,60,2.47,835.06458,0.66123
17-2-22 4時,1011.5,1014.3,26.6,20,67,5,50,12,80,2.07,835.61875,0.66155
17-2-22 5時,1011.6,1014.4,24.9,20,74,5.5,50,13.5,40,1.48,836.13750,0.66187
17-2-22 6時,1012.6,1015.4,24.1,19.4,75,6.3,40,15.8,60,0.78,836.62708,0.66219
17-2-22 7時,1013.2,1016,22.9,18.5,76,6,40,17.2,50,0.06,837.07292,0.66251
17-2-22 8時,1013.8,1016.6,22.4,17.9,76,6.3,50,18,60,0,837.49583,0.66283
17-2-22 9時,1014.9,1017.7,22.3,17.4,74,7.1,50,16.7,50,0,837.90625,0.66315
17-2-22 10時,1015.5,1018.3,21.8,17.1,75,7.2,50,17.4,50,0,838.30000,0.66347
17-2-22 11時,1016.2,1019,21.5,16.7,74,8.1,50,18.7,40,0,838.67917,0.66379
17-2-22 12時,1016.2,1019,20.9,16.5,76,7,50,18,40,0,839.04167,0.66411
17-2-22 13時,1016.5,1019.3,20.5,16.3,77,6.2,50,18.1,70,0,839.39167,0.66443
17-2-22 14時,1016.4,1019.3,20.1,15.4,74,6,50,18.6,40,0,839.71458,0.66475
17-2-22 15時,1015.9,1018.8,20.2,15.2,73,3.9,60,15.8,60,0,840.03542,0.66507
17-2-22 16時,1015.7,1018.6,20.2,15.1,72,4.4,60,10.8,40,0,840.35417,0.66539
17-2-22 17時,1016,1018.9,19.8,14.6,72,4.5,50,11.1,80,0,840.65417,0.66571
17-2-22 18時,1016.4,1019.3,19.9,15,73,5,50,13.5,40,0,840.96458,0.66603
17-2-22 19時,1017,1019.9,20,15,73,4.5,60,11.9,70,0,841.27708,0.66635
17-2-22 20時,1017.2,1020,21,14.9,68,4,50,12.6,70,0.44,841.60833,0.66667
17-2-22 21時,1017.3,1020.1,22.4,15.6,65,4.1,30,12.7,40,1.14,841.98333,0.66699
17-2-22 22時,1017.5,1020.3,25.2,16,57,1.8,50,10.7,20,1.85,842.42500,0.66731
17-2-22 23時,1017.2,1020,25.1,16,57,2.9,60,11.4,120,2.34,842.86458,0.66763
17-2-23 0時,1017,1019.8,24,15.7,60,3.3,40,8.3,360,1.87,843.27500,0.66795
17-2-23 1時,1016.6,1019.4,22.5,15.4,64,1.9,10,5.8,360,0.04,843.64792,0.66827
17-2-23 2時,1015.8,1018.6,22.4,15.8,66,1.8,40,4.9,20,0.08,844.02708,0.66859
17-2-23 3時,1015.6,1018.4,22.7,16.2,67,2.4,40,6.6,50,0.24,844.42083,0.66891
17-2-23 4時,1015.5,1018.3,22.4,16.2,68,3.4,30,8,50,0.6,844.80833,0.66923
17-2-23 5時,1016,1018.8,22.1,16.3,70,1.4,50,8.4,20,0.35,845.19167,0.66955
17-2-23 6時,1016.1,1018.9,21.2,15.7,71,2.5,60,10.4,40,0,845.54375,0.66987
17-2-23 7時,1016.9,1019.7,21,15.7,72,2.9,60,11.6,80,0,845.89167,0.67019
17-2-23 8時,1017.3,1020.1,21,15.9,73,3.9,50,10.9,70,0,846.24375,0.67051
17-2-23 9時,1017.6,1020.4,20.9,15.9,73,4.8,50,12.6,20,0,846.59375,0.67083
17-2-23 10時,1017.6,1020.5,20.7,15.3,71,4.4,40,11.6,70,0,846.92708,0.67115
17-2-23 11時,1017.3,1020.1,20.7,15.2,71,4.2,50,12.3,40,0,847.25833,0.67147
17-2-23 12時,1017.1,1020,20.6,14.7,69,2.4,60,10.9,30,0,847.57708,0.67178
17-2-23 13時,1016.6,1019.4,20.7,14.2,66,2,50,9.9,50,0,847.88750,0.67210
17-2-23 14時,1015.7,1018.5,20.4,13.6,65,0.8,290,7.1,30,0,848.17917,0.67242
17-2-23 15時,1015.4,1018.2,20.5,14.2,67,0.8,340,5.4,350,0,848.48542,0.67274
17-2-23 16時,1015.9,1018.8,20.1,14.4,70,1.6,40,6.1,20,0,848.78750,0.67306
17-2-23 17時,1016.1,1018.9,20.5,14.9,70,2.5,40,7.2,50,0,849.10833,0.67338
17-2-23 18時,1016.3,1019.1,20.8,14.8,69,1.1,40,8.2,70,0,849.43333,0.67370
17-2-23 19時,1017.1,1019.9,21.5,15.3,68,2.5,30,5.4,10,0.36,849.78333,0.67402
17-2-23 20時,1017.1,1019.9,23.4,16.3,64,1.8,50,9,50,1.15,850.19375,0.67434
17-2-23 21時,1016.3,1019.1,24.3,16.7,63,2.9,30,8.1,90,1.95,850.63125,0.67466
17-2-23 22時,1015.7,1018.5,24.5,16.2,60,3,30,9.2,360,2.22,851.06250,0.67498
17-2-23 23時,1014.7,1017.5,25.7,16.2,56,3,30,7,10,2.09,851.51875,0.67530
17-2-24 0時,1013.3,1016.1,26.5,16.8,55,2.2,50,6.8,30,2.55,852.00417,0.67562
17-2-24 1時,1012.7,1015.5,25.1,16.4,59,2.3,40,8.5,120,1.61,852.45208,0.67594
17-2-24 2時,1012.5,1015.3,23.7,16.4,64,2.5,20,6,360,0.46,852.87083,0.67626
17-2-24 3時,1013,1015.8,23.2,16.1,64,1.1,50,4.8,10,0,853.27292,0.67658
17-2-24 4時,1013.3,1016.1,22.8,16.3,67,1.7,30,4.1,20,0,853.67083,0.67690
17-2-24 5時,1013.7,1016.5,22.5,16.2,68,0.5,10,4.3,20,0,854.06042,0.67722
17-2-24 6時,1013.8,1016.6,22.3,16.9,71,1.5,30,4,360,0,854.46042,0.67754
17-2-24 7時,1014.8,1017.6,21.8,17,74,1,50,4.7,100,0,854.85208,0.67786
17-2-24 8時,1014.7,1017.5,21.3,17.3,78,3.3,70,7.3,80,0,855.23958,0.67818
17-2-24 9時,1015,1017.8,21.4,16.7,75,1.9,20,5.5,30,0,855.61667,0.67850
17-2-24 10時,1014.7,1017.5,21.3,16.1,72,2,90,8,60,0,855.97917,0.67882
17-2-24 11時,1014.6,1017.4,21.2,15.9,72,0.6,230,5.7,50,0,856.33542,0.67914
17-2-24 12時,1014.7,1017.5,21.1,15.8,72,1,50,5.7,340,0,856.68750,0.67946
17-2-24 13時,1014.6,1017.4,21.2,16.2,73,2.7,10,6.6,30,0,857.05000,0.67978
17-2-24 14時,1014.1,1016.9,20.8,16,74,0.5,340,5.3,10,0,857.40000,0.68010
17-2-24 15時,1014,1016.8,20,15.8,77,0.7,20,2.5,50,0,857.72917,0.68042
17-2-24 16時,1014.6,1017.4,20.3,15.6,74,0.2,0,1.9,200,0,858.06042,0.68074
17-2-24 17時,1015.6,1018.4,20.7,16,74,0.6,300,2.5,50,0,858.40833,0.68106
17-2-24 18時,1016,1018.8,21.9,16.8,73,0.8,350,2.5,350,0.28,858.79792,0.68138
17-2-24 19時,1016.4,1019.2,23.4,17.8,71,1.6,350,3.9,350,0.81,859.23958,0.68170
17-2-24 20時,1016.5,1019.3,24.3,17.9,67,1.8,330,4.5,340,1.5,859.70208,0.68202
17-2-24 21時,1016.2,1019,24.4,18,68,1.9,340,4.2,330,1.37,860.16875,0.68234
17-2-24 22時,1015.5,1018.3,25,17.4,63,1.9,10,4.8,340,1.95,860.63542,0.68266
17-2-24 23時,1014.8,1017.6,24.9,17.2,62,2.4,40,6.1,10,1.19,861.09583,0.68298
17-2-25 0時,1014,1016.8,23.4,17.2,68,4.1,40,9.1,40,1.16,861.52500,0.68330
17-2-25 1時,1014.1,1016.9,22.3,16.8,71,4,50,10.5,60,0.54,861.92292,0.68362
17-2-25 2時,1014.4,1017.2,21.8,16.6,72,4,40,9.8,80,0,862.30625,0.68394
17-2-25 3時,1014.8,1017.6,21,16.3,75,7.3,50,14.6,50,0,862.66667,0.68426
17-2-25 4時,1015.2,1018,20.8,15.6,72,6.8,50,16.1,80,0,863.00833,0.68458
17-2-25 5時,1015.7,1018.5,20.7,15.5,72,7.1,40,16.3,50,0,863.34583,0.68490
17-2-25 6時,1016.4,1019.3,20.3,15.2,73,7.4,40,16.2,40,0,863.66875,0.68522
17-2-25 7時,1017.3,1020.2,20.2,15.6,75,6.6,60,16.3,50,0,863.99792,0.68554
17-2-25 8時,1017.3,1020.2,19.9,14.8,72,9,40,20.4,60,0,864.30417,0.68586
17-2-25 9時,1017.3,1020.2,19.6,14.5,72,8.2,40,19.7,50,0,864.59792,0.68618
17-2-25 10時,1016.9,1019.8,19.4,14.4,73,9.9,50,18.8,60,0,864.88542,0.68650
17-2-25 11時,1016.5,1019.4,19.5,13.6,69,7.1,60,19.2,70,0,865.15833,0.68682
17-2-25 12時,1016.3,1019.2,19.8,13.7,68,5.9,50,16.7,50,0,865.43958,0.68714
17-2-25 13時,1016.2,1019.1,20,13.5,66,7.8,50,18.3,40,0,865.72083,0.68746
17-2-25 14時,1016.3,1019.2,20,13.8,67,7.3,40,17.7,40,0,866.00833,0.68778
17-2-25 15時,1017.3,1020.2,19.8,13.6,67,6.9,50,16.5,60,0,866.28750,0.68810
17-2-25 16時,1017.9,1020.8,20,13.4,66,5.6,50,16,60,0,866.56667,0.68842
17-2-25 17時,1018.5,1021.4,20.7,13.4,63,6.4,40,15.2,60,0.34,866.86042,0.68874
17-2-25 18時,1018.8,1021.7,21.1,13.9,63,8,40,15.7,30,0.72,867.17292,0.68906
17-2-25 19時,1018.6,1021.4,22.5,14.3,60,6.6,50,16.9,40,2.04,867.52292,0.68938
17-2-25 20時,1018.1,1020.9,23.5,14.3,56,5.2,50,14.3,60,2.47,867.89375,0.68970
17-2-25 21時,1018.1,1020.9,23,14.3,58,7.5,40,16,80,3,868.25417,0.69002
17-2-25 22時,1017.5,1020.3,23.5,14.6,57,6.5,40,14.6,60,2.96,868.63125,0.69034
17-2-25 23時,1017,1019.8,23.9,14.8,57,4.6,30,13.5,50,2.18,869.02083,0.69066
17-2-26 0時,1016.8,1019.6,23.5,14.7,58,5.7,50,12.4,60,2.31,869.40000,0.69098
17-2-26 1時,1017.1,1019.9,22,14.2,61,5.6,40,12.6,40,0.79,869.73750,0.69130
17-2-26 2時,1017.4,1020.2,21.4,14.1,63,6.7,40,14.4,50,0.46,870.06042,0.69162
17-2-26 3時,1017.6,1020.4,21,14.1,65,7.2,50,15.7,40,0,870.37500,0.69194
17-2-26 4時,1017.7,1020.6,20.8,13.9,65,5.9,40,17.3,40,0,870.68125,0.69226
17-2-26 5時,1018.2,1021.1,20.5,14,66,6.9,40,15.8,50,0,870.98333,0.69258
17-2-26 6時,1018.1,1021,20.5,13.9,66,6.9,50,17.1,30,0,871.28333,0.69290
17-2-26 7時,1018.2,1021.1,20.6,13.6,64,5.8,50,13.7,50,0,871.57917,0.69322
17-2-26 8時,1018,1020.9,20.4,13.1,63,6.2,50,16.8,50,0,871.86042,0.69354
17-2-26 9時,1018.1,1021,20.4,13.2,63,8.1,40,19.1,60,0,872.14375,0.69386
17-2-26 10時,1017.8,1020.7,20.3,13.4,65,6.2,50,14.4,40,0,872.42917,0.69418
17-2-26 11時,1017.3,1020.2,19.9,13.2,65,5,40,13.1,60,0,872.70208,0.69450
17-2-26 12時,1017,1019.9,20.1,13.1,64,5.3,50,10.8,40,0,872.97708,0.69482
17-2-26 13時,1017.3,1020.2,20,12.5,62,4.8,30,12.5,50,0,873.23750,0.69514
17-2-26 14時,1018.3,1021.2,19.5,12,62,2,300,7.9,10,0,873.47708,0.69546
17-2-26 15時,1018.5,1021.4,20.1,12.4,61,1.8,340,5.6,360,0,873.73750,0.69578
17-2-26 16時,1018.2,1021,22.1,13.9,60,3.4,30,7.3,10,0.36,874.07083,0.69610
17-2-26 17時,1018.2,1021,23.5,13.9,55,2.3,50,9.9,40,1.23,874.43333,0.69642
17-2-26 18時,1017.9,1020.7,24.9,15.2,55,3.1,50,8.7,100,1.79,874.85208,0.69674
17-2-26 19時,1017.3,1020.1,25.5,15.1,53,4.8,40,10.3,30,2.4,875.28125,0.69706
17-2-26 20時,1016.2,1019,26.6,15.6,51,4.3,90,9.4,360,2.99,875.74375,0.69738
17-2-26 21時,1015.6,1018.4,26.2,15.5,52,2.8,70,9.4,80,2.61,876.19583,0.69770
17-2-26 22時,1014.7,1017.5,26.3,16.4,54,2.2,360,7.8,10,2.5,876.66875,0.69802
17-2-26 23時,1014.2,1017,25,16.8,60,1.6,310,6,340,2.16,877.12292,0.69834
17-2-27 0時,1013.9,1016.7,24.4,15,56,2.6,70,7.1,70,0.94,877.52708,0.69866
17-2-27 1時,1014.4,1017.2,23.8,15.9,61,2.5,70,5.7,100,0,877.93750,0.69898
17-2-27 2時,1014.4,1017.2,22.9,15.6,63,1.3,50,4.7,90,0,878.32292,0.69930
17-2-27 3時,1014.7,1017.5,22.3,16.3,69,2.7,30,5.8,30,0,878.71042,0.69962
17-2-27 4時,1014.9,1017.7,21.8,16.2,70,2,360,6.1,30,0,879.08542,0.69994
17-2-27 5時,1015.2,1018,21.4,16.6,74,2.5,350,5.8,340,0,879.46042,0.70026
17-2-27 6時,1015.5,1018.3,21.1,16,73,1.4,20,4.4,360,0,879.81667,0.70058
17-2-27 7時,1015.2,1018,21,15.7,72,1.8,30,6,30,0,880.16458,0.70090
17-2-27 8時,1015.5,1018.3,20.9,15.8,73,1.6,50,4.2,40,0,880.51250,0.70122
17-2-27 9時,1015.2,1018.1,19.6,15,75,0.2,0,4.5,60,0,880.81667,0.70154
17-2-27 10時,1015,1017.9,19.3,15.6,79,0.3,360,1.8,360,0,881.12708,0.70186
17-2-27 11時,1014.8,1017.7,18.3,14.7,80,0.1,0,1.5,80,0,881.39792,0.70218
17-2-27 12時,1014.4,1017.3,17.8,14.6,82,0.2,0,1.8,80,0,881.65625,0.70250
17-2-27 13時,1014.6,1017.5,17.2,14.3,83,0.4,40,1.8,340,0,881.89583,0.70281
17-2-27 14時,1015.3,1018.2,17,14.1,83,0.1,0,1.7,110,0,882.12708,0.70313
17-2-27 15時,1015.8,1018.7,17.9,15.1,84,0.9,80,2.9,110,0,882.39792,0.70345
17-2-27 16時,1015.9,1018.8,20.1,16.3,79,0.1,0,3,90,0.52,882.73958,0.70377
17-2-27 17時,1016.3,1019.1,22.7,16.8,69,0.4,320,2.1,280,1.18,883.14583,0.70409
17-2-27 18時,1016,1018.8,25,17.1,62,1.1,310,2.6,290,1.89,883.60625,0.70441
17-2-27 19時,1015.2,1018,26,16.5,56,1.5,320,3.8,160,2.33,884.07500,0.70473
17-2-27 20時,1014.7,1017.5,24.9,17.2,62,2.6,260,5,250,2.07,884.53542,0.70505
17-2-27 21時,1013.7,1016.5,25.4,16.2,57,2,290,5.5,280,2.85,884.98542,0.70537
17-2-27 22時,1012.7,1015.5,26,15,51,2.5,300,5.6,330,2.43,885.42292,0.70569
17-2-27 23時,1012.5,1015.3,25.6,15.2,53,2.5,290,6.5,290,2.16,885.85625,0.70601
17-2-28 0時,1012.6,1015.4,25.1,16.6,59,1.9,340,6,280,1.5,886.30833,0.70633
